nameWithOwner,createdAt,stargazerCount,commitCount
barry-ran/QtScrcpy,2019-06-23T04:12:17Z,15508,8
prestodb/presto,2012-08-09T01:03:37Z,15504,1905
android10/Android-CleanArchitecture,2014-08-19T14:09:26Z,15448,0
thingsboard/thingsboard,2016-12-01T09:33:30Z,15399,5379
LSPosed/LSPosed,2020-12-12T08:39:37Z,15208,361
kunal-kushwaha/DSA-Bootcamp-Java,2021-07-30T12:23:25Z,15123,44
dromara/Sa-Token,2020-02-03T10:34:29Z,15112,435
ben-manes/caffeine,2014-12-13T08:45:11Z,15061,607
YunaiV/yudao-cloud,2019-05-02T16:06:49Z,15041,505
android-hacker/VirtualXposed,2017-12-01T09:00:58Z,14989,0
alibaba/DataX,2018-01-18T10:09:47Z,14983,132
dataease/dataease,2021-02-02T04:10:21Z,14782,3231
hdodenhof/CircleImageView,2014-01-17T16:44:46Z,14526,1
mockito/mockito,2012-10-13T20:27:12Z,14510,215
alibaba/ARouter,2016-12-14T01:27:49Z,14369,0
Tencent/QMUI_Android,2017-04-21T10:03:18Z,14306,1
Konloch/bytecode-viewer,2014-10-14T10:26:46Z,14277,48
apache/hadoop,2014-08-28T07:00:08Z,14224,813
zhisheng17/flink-learning,2019-01-01T07:38:28Z,14182,1
eclipse-vertx/vert.x,2011-06-17T14:54:55Z,13993,606
arduino/Arduino,2010-09-17T19:10:36Z,13969,0
orhanobut/logger,2015-03-20T22:30:12Z,13755,0
apache/pulsar,2016-06-28T07:00:03Z,13632,1344
lgvalle/Material-Animations,2015-03-08T20:54:00Z,13546,0
Curzibn/Luban,2016-07-24T07:43:21Z,13484,0
tink-crypto/tink,2014-06-06T16:21:09Z,13444,1982
java-decompiler/jd-gui,2015-03-25T05:28:41Z,13404,0
Bigkoo/Android-PickerView,2014-12-28T01:46:38Z,13393,0
deeplearning4j/deeplearning4j,2013-11-27T02:03:28Z,13381,100
questdb/questdb,2014-04-28T23:29:15Z,13353,707
seaswalker/spring-analysis,2016-09-09T07:46:32Z,13341,2
GoogleContainerTools/jib,2018-01-22T18:30:43Z,13312,100
JessYanCoding/AndroidAutoSize,2018-08-17T09:04:19Z,13289,0
gyoogle/tech-interview-for-developer,2019-06-09T04:42:57Z,13186,58
pinpoint-apm/pinpoint,2014-10-20T09:27:22Z,13171,739
apache/druid,2012-10-23T19:08:07Z,13150,1521
Netflix/zuul,2013-03-13T18:53:57Z,13116,243
LuckSiege/PictureSelector,2017-01-04T07:47:39Z,13010,139
quarkusio/quarkus,2018-07-06T00:44:20Z,12965,9371
sqshq/piggymetrics,2015-03-29T17:56:31Z,12937,0
Netflix/conductor,2016-12-07T22:48:42Z,12923,254
youth5201314/banner,2016-04-22T05:50:25Z,12689,1
facebookarchive/stetho,2015-01-22T22:34:10Z,12665,0
macrozheng/mall-learning,2019-04-12T13:20:31Z,12656,3
greenrobot/greenDAO,2011-10-22T16:15:14Z,12609,1
projectlombok/lombok,2009-06-08T19:46:41Z,12533,270
theonedev/onedev,2018-11-06T02:57:01Z,12514,678
zhihu/Matisse,2017-04-13T01:31:05Z,12481,0
daimajia/AndroidViewAnimations,2014-06-23T03:53:13Z,12391,0
daimajia/AndroidSwipeLayout,2014-08-25T04:09:33Z,12350,0
neo4j/neo4j,2012-11-12T08:46:15Z,12323,3182
google/guice,2014-05-28T23:18:53Z,12321,82
Netflix/eureka,2012-07-26T22:23:07Z,12174,18
DuGuQiuBai/Java,2015-11-25T07:30:08Z,12124,0
codecentric/spring-boot-admin,2014-07-25T11:39:13Z,12113,1000
pagehelper/Mybatis-PageHelper,2014-06-09T15:32:30Z,12027,58
zaproxy/zaproxy,2015-06-03T16:55:01Z,11867,566
apache/zookeeper,2009-03-27T15:41:56Z,11864,109
apache/dolphinscheduler,2019-03-01T16:39:25Z,11824,671
chat2db/Chat2DB,2023-06-20T14:05:26Z,11820,3397
pxb1988/dex2jar,2015-03-16T09:13:07Z,11747,25
Yalantis/uCrop,2016-01-05T13:41:06Z,11739,17
supertokens/supertokens-core,2020-01-05T13:30:52Z,11733,339
redis/jedis,2010-06-11T13:04:43Z,11554,253
itwanger/toBeBetterJavaer,2018-11-08T00:35:56Z,11537,371
languagetool-org/languagetool,2013-08-08T16:37:22Z,11437,12536
realm/realm-java,2012-04-20T09:18:42Z,11432,83
frank-lam/fullstack-tutorial,2018-04-13T01:50:10Z,11430,0
Tencent/matrix,2018-12-11T07:08:02Z,11339,64
macrozheng/mall-swarm,2019-11-25T06:55:31Z,11237,15
careercup/CtCI-6th-Edition,2015-07-02T06:28:46Z,11119,0
gyf-dev/ImmersionBar,2017-04-19T05:10:09Z,11119,0
jfeinstein10/SlidingMenu,2012-06-30T05:14:23Z,11102,0
grpc/grpc-java,2014-12-08T19:00:00Z,11097,585
apache/doris,2017-08-10T12:13:30Z,11096,9899
androidannotations/androidannotations,2012-01-06T08:48:03Z,11086,0
alibaba/COLA,2018-02-06T13:46:27Z,11074,37
H07000223/FlycoTabLayout,2015-11-09T01:53:19Z,10978,0
mission-peace/interview,2014-07-20T21:27:31Z,10977,0
lingochamp/FileDownloader,2015-12-22T11:17:16Z,10943,0
amitshekhariitbhu/android-interview-questions,2017-07-09T18:47:24Z,10818,41
alibaba/vlayout,2017-02-27T08:11:47Z,10810,0
daniulive/SmarterStreaming,2016-03-26T14:46:02Z,10787,4
newbee-ltd/newbee-mall,2019-09-21T03:56:04Z,10748,4
metersphere/metersphere,2020-02-03T02:06:12Z,10723,3396
square/javapoet,2013-02-01T16:56:30Z,10655,50
android-async-http/android-async-http,2011-02-20T03:25:07Z,10644,0
apereo/cas,2011-09-09T01:36:42Z,10588,2547
jeasonlzy/okhttp-OkGo,2016-01-15T10:35:24Z,10587,0
aosp-mirror/platform_frameworks_base,2008-10-21T18:20:37Z,10568,149469
cryptomator/cryptomator,2014-02-02T00:43:47Z,10529,1056
xiaojieonly/Ehviewer_CN_SXJ,2020-11-09T06:14:31Z,10512,205
tbruyelle/RxPermissions,2015-09-29T13:55:09Z,10480,0
lipangit/JiaoZiVideoPlayer,2016-02-06T11:04:24Z,10461,0
OpenRefine/OpenRefine,2012-10-15T02:22:48Z,10372,697
google/auto,2013-05-22T21:41:56Z,10342,270
clojure/clojure,2010-06-29T20:03:33Z,10262,71
JessYanCoding/MVPArms,2016-08-06T08:49:56Z,10256,0
TooTallNate/Java-WebSocket,2010-01-20T23:33:04Z,10242,40
zo0r/react-native-push-notification,2015-12-14T19:53:36Z,6700,0
didi/KnowStreaming,2020-03-19T05:13:51Z,6693,163
rest-assured/rest-assured,2010-10-21T08:35:43Z,6678,65
yanzhenjie/AndPermission,2016-09-11T05:17:34Z,6617,0
MinecraftForge/MinecraftForge,2012-01-30T01:35:01Z,6615,309
microg/GmsCore,2014-04-23T19:28:47Z,6600,330
zouzg/mybatis-generator-gui,2016-05-08T22:39:39Z,6587,0
alibaba/jvm-sandbox,2017-08-03T02:55:31Z,6549,24
GrenderG/Toasty,2017-01-18T18:52:41Z,6549,0
guardianproject/haven,2017-03-01T03:20:03Z,6527,0
apache/storm,2013-11-05T08:00:14Z,6522,265
cabaletta/baritone,2018-08-01T15:34:21Z,6519,582
rabbitmq/rabbitmq-tutorials,2010-09-21T11:41:26Z,6516,86
smuyyh/BookReader,2016-08-03T05:17:27Z,6488,0
h2pl/JavaTutorial,2018-05-01T15:57:21Z,6480,85
processing/processing,2013-01-24T21:17:22Z,6441,1
NLPchina/ansj_seg,2012-09-05T05:56:24Z,6421,3
PowerJob/PowerJob,2020-03-16T09:19:55Z,6393,262
ArthurHub/Android-Image-Cropper,2015-01-15T10:49:37Z,6368,1
527515025/springBoot,2016-11-07T02:13:31Z,6327,0
wxiaoqi/Spring-Cloud-Platform,2017-05-25T10:35:26Z,6311,0
koush/ion,2013-05-22T07:41:23Z,6295,0
ximsfei/Android-skin-support,2017-01-12T15:03:54Z,6285,0
Meituan-Dianping/Leaf,2018-12-11T07:41:35Z,6256,0
JesusFreke/smali,2012-09-23T19:51:16Z,6183,0
getActivity/AndroidProject,2018-10-23T10:30:55Z,6158,0
joelittlejohn/jsonschema2pojo,2013-06-22T22:28:53Z,6136,79
macrozheng/springcloud-learning,2019-09-07T02:36:16Z,6121,2
rengwuxian/MaterialEditText,2014-10-30T10:07:23Z,6111,0
conductor-oss/conductor,2023-12-08T06:06:09Z,6092,380
fuzhengwei/itstack-demo-design,2020-05-20T13:45:30Z,6087,6
pedrovgs/EffectiveAndroidUI,2014-07-04T08:42:20Z,6033,1
wiremock/wiremock,2011-10-09T20:27:24Z,6031,674
quartz-scheduler/quartz,2016-03-07T14:05:37Z,6025,30
singwhatiwanna/dynamic-load-apk,2014-03-30T11:51:00Z,6016,0
google/physical-web,2014-09-30T18:32:14Z,6007,0
google/grafika,2013-12-19T18:36:53Z,5985,0
wyouflf/xUtils3,2015-10-28T10:56:04Z,5978,0
antoniolg/androidmvp,2014-04-02T05:42:20Z,5944,0
prolificinteractive/material-calendarview,2015-02-09T22:31:56Z,5910,0
haifengl/smile,2014-11-20T16:28:12Z,5901,228
liyifeng1994/ssm,2016-06-18T17:58:56Z,5884,0
weibocom/motan,2016-04-20T10:56:17Z,5866,33
jOOQ/jOOQ,2011-04-17T10:43:33Z,5846,1070
Genymobile/gnirehtet,2017-02-09T16:01:13Z,5832,2
lets-blade/blade,2015-06-10T03:35:49Z,5825,2
hazelcast/hazelcast,2012-03-21T12:25:18Z,5808,2035
jeremylong/DependencyCheck,2012-09-03T20:43:30Z,5795,703
robolectric/robolectric,2010-08-28T00:28:25Z,5782,826
Devlight/InfiniteCycleViewPager,2016-08-22T08:04:39Z,5762,0
yarolegovich/DiscreteScrollView,2017-03-03T23:38:54Z,5742,0
springside/springside4,2012-02-23T08:39:03Z,5738,0
Vedenin/useful-java-links,2016-02-13T13:14:52Z,5736,4
btraceio/btrace,2014-08-28T18:58:24Z,5695,65
apache/incubator-kie-drools,2011-02-18T08:37:05Z,5667,583
AntennaPod/AntennaPod,2012-07-31T10:25:08Z,5607,329
amlcurran/ShowcaseView,2012-08-14T19:07:36Z,5595,0
hongyangAndroid/FlowLayout,2015-08-28T09:32:31Z,5584,0
kestra-io/kestra,2019-08-24T13:56:15Z,5584,1463
PojavLauncherTeam/PojavLauncher,2020-03-11T03:22:54Z,5577,1094
LSPosed/LSPatch,2021-03-01T19:38:36Z,5574,38
knightliao/disconf,2014-05-30T09:39:27Z,5572,0
nhaarman/ListViewAnimations,2013-03-19T11:59:23Z,5572,0
emilsjolander/StickyListHeaders,2012-03-11T18:29:18Z,5515,0
ffay/lanproxy,2016-11-20T08:12:10Z,5508,0
Nepxion/Discovery,2018-06-21T16:16:49Z,5506,32
vavr-io/vavr,2014-01-30T14:07:25Z,5496,10
alibaba/freeline,2016-08-03T17:22:52Z,5485,0
pig-mesh/pig,2019-08-26T03:24:53Z,5455,293
dm77/barcodescanner,2014-02-24T21:14:09Z,5454,0
LandGrey/SpringBootVulExploit,2020-05-20T09:18:44Z,5453,0
scribejava/scribejava,2010-09-05T19:11:40Z,5418,3
TommyLemon/Android-ZBLibrary,2015-08-20T16:03:53Z,5412,8
Evernote/android-job,2015-08-20T19:36:54Z,5387,0
google/google-java-format,2015-05-11T20:38:28Z,5377,88
motianhuo/wechat,2015-05-25T02:33:37Z,5351,0
KeepSafe/TapTargetView,2016-09-11T09:07:36Z,5319,0
evant/gradle-retrolambda,2013-08-05T02:09:58Z,5311,0
dromara/lamp-cloud,2018-01-17T02:51:04Z,5297,57
WeiYe-Jing/datax-web,2019-11-19T01:09:05Z,5270,0
vespa-engine/vespa,2016-06-03T20:54:20Z,5264,12646
ElderDrivers/EdXposed,2019-01-18T16:18:19Z,5259,0
xxv/android-lifecycle,2014-04-18T14:26:22Z,5247,0
Karumi/Dexter,2015-11-17T13:14:43Z,5233,0
Clans/FloatingActionButton,2015-03-21T12:36:16Z,5231,0
lucasr/twoway-view,2013-01-18T20:55:23Z,5231,0
getActivity/XXPermissions,2018-06-15T14:31:29Z,5226,23
lettuce-io/lettuce-core,2014-05-10T13:08:46Z,5223,103
jeecgboot/JimuReport,2019-12-05T12:25:59Z,5184,56
square/otto,2012-06-27T19:06:49Z,5174,0
javaparser/javaparser,2011-10-30T14:03:44Z,5162,651
Jasonchenlijian/FastBle,2016-08-23T02:06:33Z,5156,0
ZHENFENG13/spring-boot-projects,2017-04-01T01:50:14Z,5141,3
google/google-authenticator,2014-10-08T17:54:27Z,5127,0
careercup/ctci,2013-03-21T23:01:01Z,5120,0
obsidiandynamics/kafdrop,2019-05-27T08:46:56Z,5119,101
Javen205/IJPay,2017-05-02T03:15:32Z,5113,52
apache/hbase,2014-05-23T07:00:07Z,5081,499
lingochamp/okdownload,2017-12-17T08:21:22Z,5075,0
apache/pinot,2014-05-19T23:27:48Z,5073,1550
joelittlejohn/jsonschema2pojo,2013-06-22T22:28:53Z,6136,79
ikew0ng/SwipeBackLayout,2013-08-25T03:36:12Z,6127,0
macrozheng/springcloud-learning,2019-09-07T02:36:16Z,6121,2
rengwuxian/MaterialEditText,2014-10-30T10:07:23Z,6111,0
conductor-oss/conductor,2023-12-08T06:06:09Z,6092,380
fuzhengwei/itstack-demo-design,2020-05-20T13:45:30Z,6087,6
daimajia/NumberProgressBar,2014-05-01T08:54:25Z,6066,0
amitshekhariitbhu/from-java-to-kotlin,2017-05-21T11:56:27Z,6056,2
pedrovgs/EffectiveAndroidUI,2014-07-04T08:42:20Z,6033,1
wiremock/wiremock,2011-10-09T20:27:24Z,6031,674
quartz-scheduler/quartz,2016-03-07T14:05:37Z,6025,30
graphql-java/graphql-java,2015-07-06T06:52:20Z,6018,853
singwhatiwanna/dynamic-load-apk,2014-03-30T11:51:00Z,6016,0
google/physical-web,2014-09-30T18:32:14Z,6007,0
google/grafika,2013-12-19T18:36:53Z,5985,0
wyouflf/xUtils3,2015-10-28T10:56:04Z,5978,0
antoniolg/androidmvp,2014-04-02T05:42:20Z,5944,0
micronaut-projects/micronaut-core,2018-03-07T12:05:08Z,5925,1354
prolificinteractive/material-calendarview,2015-02-09T22:31:56Z,5910,0
haifengl/smile,2014-11-20T16:28:12Z,5901,228
springfox/springfox,2012-05-06T06:38:57Z,5896,0
liyifeng1994/ssm,2016-06-18T17:58:56Z,5884,0
weibocom/motan,2016-04-20T10:56:17Z,5866,33
jOOQ/jOOQ,2011-04-17T10:43:33Z,5846,1070
Genymobile/gnirehtet,2017-02-09T16:01:13Z,5832,2
lets-blade/blade,2015-06-10T03:35:49Z,5825,2
hazelcast/hazelcast,2012-03-21T12:25:18Z,5808,2035
jeremylong/DependencyCheck,2012-09-03T20:43:30Z,5795,703
robolectric/robolectric,2010-08-28T00:28:25Z,5782,826
Devlight/InfiniteCycleViewPager,2016-08-22T08:04:39Z,5762,0
yarolegovich/DiscreteScrollView,2017-03-03T23:38:54Z,5742,0
springside/springside4,2012-02-23T08:39:03Z,5738,0
Vedenin/useful-java-links,2016-02-13T13:14:52Z,5736,4
changmingxie/tcc-transaction,2015-12-05T04:27:53Z,5705,17
dmytrodanylyk/circular-progress-button,2014-06-07T12:58:48Z,5703,40
btraceio/btrace,2014-08-28T18:58:24Z,5695,65
k0shk0sh/FastHub,2017-02-18T17:53:16Z,5694,0
jpush/aurora-imui,2016-12-13T05:24:01Z,5692,0
apache/incubator-kie-drools,2011-02-18T08:37:05Z,5667,583
auth0/java-jwt,2014-03-07T15:06:11Z,5637,22
journeyapps/zxing-android-embedded,2012-11-28T16:36:39Z,5627,0
AntennaPod/AntennaPod,2012-07-31T10:25:08Z,5607,329
amlcurran/ShowcaseView,2012-08-14T19:07:36Z,5595,0
hongyangAndroid/FlowLayout,2015-08-28T09:32:31Z,5584,0
kestra-io/kestra,2019-08-24T13:56:15Z,5584,1463
PojavLauncherTeam/PojavLauncher,2020-03-11T03:22:54Z,5577,1094
LSPosed/LSPatch,2021-03-01T19:38:36Z,5574,38
knightliao/disconf,2014-05-30T09:39:27Z,5572,0
nhaarman/ListViewAnimations,2013-03-19T11:59:23Z,5572,0
yanzhenjie/SwipeRecyclerView,2016-08-03T15:43:34Z,5556,0
alipay/SoloPi,2019-03-14T15:32:49Z,5556,0
emilsjolander/StickyListHeaders,2012-03-11T18:29:18Z,5515,0
ffay/lanproxy,2016-11-20T08:12:10Z,5508,0
Nepxion/Discovery,2018-06-21T16:16:49Z,5506,32
Col-E/Recaf,2017-07-27T06:01:10Z,5497,7
vavr-io/vavr,2014-01-30T14:07:25Z,5496,10
alibaba/freeline,2016-08-03T17:22:52Z,5485,0
pig-mesh/pig,2019-08-26T03:24:53Z,5455,293
dm77/barcodescanner,2014-02-24T21:14:09Z,5454,0
LandGrey/SpringBootVulExploit,2020-05-20T09:18:44Z,5453,0
facebookarchive/rebound,2013-10-11T01:12:37Z,5438,0
scribejava/scribejava,2010-09-05T19:11:40Z,5418,3
TommyLemon/Android-ZBLibrary,2015-08-20T16:03:53Z,5412,8
wuhaoyu1990/MagicCamera,2016-01-08T11:36:56Z,5389,0
Evernote/android-job,2015-08-20T19:36:54Z,5387,0
google/google-java-format,2015-05-11T20:38:28Z,5377,88
motianhuo/wechat,2015-05-25T02:33:37Z,5351,0
XRecyclerView/XRecyclerView,2015-11-18T08:14:22Z,5336,0
commonsguy/cw-omnibus,2012-03-12T14:12:06Z,5332,0
KeepSafe/TapTargetView,2016-09-11T09:07:36Z,5319,0
evant/gradle-retrolambda,2013-08-05T02:09:58Z,5311,0
dromara/lamp-cloud,2018-01-17T02:51:04Z,5297,57
WeiYe-Jing/datax-web,2019-11-19T01:09:05Z,5270,0
yixia/VitamioBundle,2012-10-19T08:40:49Z,5270,0
apache/camel,2009-05-21T00:25:36Z,5269,7655
vespa-engine/vespa,2016-06-03T20:54:20Z,5264,12646
ElderDrivers/EdXposed,2019-01-18T16:18:19Z,5259,0
xxv/android-lifecycle,2014-04-18T14:26:22Z,5247,0
Karumi/Dexter,2015-11-17T13:14:43Z,5233,0
Clans/FloatingActionButton,2015-03-21T12:36:16Z,5231,0
lucasr/twoway-view,2013-01-18T20:55:23Z,5231,0
Yalantis/Side-Menu.Android,2015-01-13T11:11:27Z,5228,0
getActivity/XXPermissions,2018-06-15T14:31:29Z,5226,23
mybatis/generator,2013-02-10T11:14:50Z,5224,430
lettuce-io/lettuce-core,2014-05-10T13:08:46Z,5223,103
jeecgboot/JimuReport,2019-12-05T12:25:59Z,5184,56
square/otto,2012-06-27T19:06:49Z,5174,0
javaparser/javaparser,2011-10-30T14:03:44Z,5162,651
Jasonchenlijian/FastBle,2016-08-23T02:06:33Z,5156,0
ZHENFENG13/spring-boot-projects,2017-04-01T01:50:14Z,5141,3
google/google-authenticator,2014-10-08T17:54:27Z,5127,0
careercup/ctci,2013-03-21T23:01:01Z,5120,0
obsidiandynamics/kafdrop,2019-05-27T08:46:56Z,5119,101
Javen205/IJPay,2017-05-02T03:15:32Z,5113,52
apache/hbase,2014-05-23T07:00:07Z,5081,499
lingochamp/okdownload,2017-12-17T08:21:22Z,5075,0
apache/pinot,2014-05-19T23:27:48Z,5073,1550
apache/groovy,2015-04-16T07:00:05Z,5063,824
JanusGraph/janusgraph,2016-12-26T13:26:29Z,5062,364
wequick/Small,2015-11-27T11:37:20Z,5036,0
bitcoinj/bitcoinj,2013-11-19T04:33:23Z,4847,800
natario1/CameraView,2017-07-18T09:30:33Z,4837,1
spring-cloud/spring-cloud-netflix,2014-07-11T15:46:12Z,4834,149
andkulikov/Transitions-Everywhere,2014-10-15T03:37:03Z,4832,0
mcxiaoke/packer-ng-plugin,2015-11-24T04:08:08Z,4827,0
jankotek/mapdb,2012-08-17T15:28:54Z,4821,1
react-native-linear-gradient/react-native-linear-gradient,2015-03-31T17:44:40Z,4791,98
reactor/reactor-core,2015-11-10T10:06:40Z,4791,511
2227324689/gpmall,2019-07-18T14:09:22Z,4783,0
saiwu-bigkoo/Android-ConvenientBanner,2014-12-23T06:12:33Z,4774,0
etsy/AndroidStaggeredGrid,2013-12-09T19:43:45Z,4763,0
j-easy/easy-rules,2013-03-10T14:38:26Z,4742,0
traccar/traccar,2012-04-16T08:33:49Z,4735,729
google/cameraview,2016-08-04T05:22:14Z,4733,0
roncoo/roncoo-pay,2016-07-21T02:46:06Z,4730,0
reactive-streams/reactive-streams-jvm,2014-02-28T13:16:15Z,4729,5
lugg/react-native-config,2016-02-23T00:19:11Z,4727,11
pardom-zz/ActiveAndroid,2012-11-15T18:10:45Z,4710,0
nisrulz/android-tips-tricks,2016-08-25T20:27:33Z,4707,5
spring-projects/spring-authorization-server,2020-03-17T17:28:57Z,4690,505
xuexiangjys/XUI,2019-01-07T07:59:02Z,4686,14
WuKongOpenSource/WukongCRM-11.0-JAVA,2021-04-06T10:58:55Z,4682,0
orientechnologies/orientdb,2012-12-09T20:33:47Z,4680,727
jgilfelt/chuck,2017-02-07T23:51:39Z,4672,0
Exrick/xpay,2017-12-12T16:11:19Z,4670,0
remkop/picocli,2017-02-01T16:38:41Z,4668,284
gabrielemariotti/cardslib,2013-09-20T21:57:19Z,4668,0
wdullaer/MaterialDateTimePicker,2015-01-03T19:41:03Z,4666,0
apache/ignite,2015-02-19T08:00:05Z,4658,477
ronmamo/reflections,2013-04-16T16:19:26Z,4653,4
