nameWithOwner,createdAt,stargazerCount,commitCount
yipianfengye/android-adDialog,2016-08-02T08:00:57Z,3117,0
florent37/ShapeOfView,2018-02-18T12:14:06Z,3109,0
mplushnikov/lombok-intellij-plugin,2013-10-09T21:49:01Z,3108,138
Tencent/spring-cloud-tencent,2021-07-29T05:12:42Z,3108,128
zaaach/CityPicker,2016-02-27T09:11:27Z,3105,0
rbmonster/learning-note,2020-06-15T16:47:25Z,3093,37
bastillion-io/Bastillion,2013-02-07T23:11:49Z,3084,78
guolindev/booksource,2016-10-04T02:55:57Z,3080,0
oblador/react-native-keychain,2015-05-20T15:33:48Z,3069,10
JackyAndroid/AndroidChromium,2016-07-04T07:28:36Z,3067,0
apache/curator,2014-03-03T08:00:07Z,3064,53
bethrobson/Head-First-Design-Patterns,2014-04-28T21:04:55Z,3062,0
bytedance/ByteX,2020-01-10T12:20:07Z,3062,0
Grt1228/chatgpt-java,2023-02-11T08:54:54Z,3055,280
yarolegovich/SlidingRootNav,2017-03-26T22:58:48Z,3052,0
getActivity/Toaster,2018-09-16T05:28:57Z,3051,8
KeepSafe/dexcount-gradle-plugin,2015-06-04T03:33:17Z,3051,30
gabrielemariotti/RecyclerViewItemAnimators,2014-08-22T00:24:43Z,3050,0
react-native-google-signin/google-signin,2015-08-13T06:13:57Z,3048,41
TNG/ArchUnit,2017-04-21T08:39:20Z,3044,220
ZieIony/Carbon,2015-02-04T23:11:18Z,3044,0
JackyAndroid/AndroidTVLauncher,2016-03-27T08:59:19Z,3042,0
torakiki/pdfsam,2013-09-24T11:06:13Z,3041,154
CrawlScript/WebCollector,2014-07-12T03:16:12Z,3041,4
sofastack/sofa-jarslink,2018-02-02T06:02:09Z,3041,1
zwwill/yanxuan-weex-demo,2017-09-05T11:48:42Z,3039,0
yusugomori/DeepLearning,2013-01-01T16:23:53Z,3037,0
xmuSistone/ViewpagerTransition,2016-09-19T05:38:45Z,3037,0
elvishew/xLog,2015-12-17T05:50:05Z,3029,0
halirutan/IntelliJ-Key-Promoter-X,2017-07-28T22:09:25Z,3026,24
JFormDesigner/FlatLaf,2019-08-19T10:27:05Z,3024,265
szerhusenBC/jwt-spring-security-demo,2016-03-20T19:16:17Z,3021,0
jgilfelt/android-viewbadger,2011-09-27T22:50:57Z,3020,0
real-logic/simple-binary-encoding,2013-09-03T09:13:34Z,3016,181
jd-alexander/LikeButton,2015-12-23T17:49:46Z,3013,0
dmytrodanylyk/android-process-button,2014-05-02T20:39:23Z,3010,0
yui/yuicompressor,2008-12-05T19:13:24Z,3010,0
googlesamples/google-services,2015-05-20T22:45:11Z,3006,0
AdoptOpenJDK/jitwatch,2013-09-30T14:18:17Z,3001,26
facebookarchive/react-native-fbsdk,2015-08-03T17:10:14Z,2991,0
wildfly/wildfly,2010-07-08T20:46:07Z,2989,2803
smartloli/EFAK,2017-02-04T08:52:23Z,2989,107
pedrovgs/DraggablePanel,2014-04-13T11:40:54Z,2988,0
vran-dev/PrettyZoo,2019-09-28T02:23:21Z,2986,19
bmelnychuk/AndroidTreeView,2015-02-11T02:48:05Z,2983,0
BruceEckel/OnJava8-Examples,2015-04-20T22:34:50Z,2982,0
EngineHub/WorldEdit,2010-09-28T08:11:57Z,2976,212
lovetuzitong/MultiImageSelector,2015-04-08T10:12:50Z,2969,0
Tencent/VasDolly,2017-01-19T09:12:31Z,2968,8
jasonross/Nuwa,2015-11-11T14:48:23Z,2964,0
AsamK/signal-cli,2015-05-11T10:49:42Z,2950,376
pengwei1024/JsBridge,2015-09-02T03:46:37Z,640,0
c-kzxvldkhX/receiptnotice,2018-08-19T10:46:56Z,640,5
react-native-google-cast/react-native-google-cast,2016-05-23T04:06:07Z,640,15
RomanTruba/AndroidTouchGallery,2012-07-02T16:48:54Z,640,0
atarw/material-ui-swing,2016-07-23T05:16:10Z,639,0
Will-Ls/WeiYue,2017-11-04T11:07:14Z,639,0
scottyab/AESCrypt-Android,2014-10-03T10:01:36Z,638,0
ilmila/J2EEScan,2015-04-01T06:43:44Z,638,0
nuuneoi/Lab-Android-DesignLibrary,2015-06-20T15:08:54Z,638,0
rebeyond/memShell,2018-05-24T02:55:48Z,638,0
ZHENFENG13/perfect-ssm,2017-07-07T03:01:15Z,638,0
andremion/Louvre,2017-01-25T17:42:19Z,637,0
confluentinc/parallel-consumer,2020-06-03T12:36:03Z,637,89
ImmortalZ/RadarScan,2016-05-05T01:39:22Z,636,0
erikwt/PullToRefresh-ListView,2011-07-11T09:53:21Z,636,0
ikew0ng/Dribbo,2013-07-18T04:24:29Z,636,0
malmstein/yahnac,2015-02-23T13:01:09Z,636,0
nisrulz/recyclerviewhelper,2016-03-12T17:01:02Z,636,0
yacy/yacy_grid_crawler,2017-04-19T12:18:18Z,636,0
livelessons-spring/building-microservices,2015-05-07T17:44:02Z,635,0
devunwired/custom-touch-examples,2012-05-31T13:31:11Z,635,0
vikramkakkar/ImageTransition,2016-10-11T15:37:44Z,634,0
pinterest/DoctorK,2017-08-21T15:30:24Z,634,0
apache/aurora,2013-11-05T08:00:13Z,634,0
SCADA-LTS/Scada-LTS,2016-07-06T15:00:08Z,634,429
spring-projects/spring-modulith,2022-07-05T17:46:27Z,634,359
MatthewYork/Colours,2014-01-25T04:31:10Z,634,0
HJ-Money/MTransition,2018-06-21T03:58:40Z,633,0
Meituan-Dianping/octo-rpc,2018-12-20T06:49:45Z,633,0
klinker41/android-chips,2014-07-03T02:22:11Z,633,0
digitalfondue/lavagna,2014-10-30T11:46:26Z,633,1
pavlospt/Android-Studio-Tips-by-Philippe-Breault,2014-09-04T13:05:14Z,632,0
mergebase/log4j-detector,2021-12-12T00:29:03Z,631,0
eclipse-leshan/leshan,2015-02-06T15:44:24Z,631,228
liaohuqiu/leakcanary-demo,2015-05-09T09:21:02Z,631,0
JeasonWong/FlipShare,2016-09-07T10:33:09Z,630,0
JakeWharton/RxReplayingShare,2016-03-01T06:41:06Z,629,0
google/closure-templates,2014-04-16T15:31:58Z,629,715
HomHomLin/SlidingLayout,2016-04-12T05:28:09Z,629,0
googleworkspace/android-samples,2013-11-05T15:42:03Z,628,0
Mike-bel/MDStudySamples,2016-08-04T07:23:43Z,628,0
gaucho-matrero/altoclef,2020-12-15T02:47:12Z,627,7
ysnows/DoubleScrollVIew,2015-04-22T01:46:15Z,626,0
saulmm/From-design-to-Android-part1,2017-02-25T23:07:37Z,626,0
monsonlee/BigData,2016-11-19T02:25:14Z,625,0
Consensys/teku,2018-09-07T09:30:05Z,624,933
Ebryx/AES-Killer,2018-09-24T10:41:41Z,624,0
LGH1996/TapClick,2020-02-09T15:25:45Z,622,119
wiglenet/wigle-wifi-wardriving,2012-09-16T18:50:59Z,622,183
jitsi/libjitsi,2013-04-24T21:01:15Z,621,11
chiuki/android-test-demo,2015-04-09T03:39:16Z,621,0
InstantWebP2P/node-android,2014-08-21T01:19:15Z,621,2
babyfish-ct/jimmer,2022-05-03T09:52:05Z,620,1454
JFXtras/jfxtras-styles,2012-08-21T01:28:06Z,620,6
GeekZooStudio/ECMobile_Android,2013-11-11T04:19:05Z,619,0
qbhy/poster-generater,2018-12-18T07:35:15Z,618,2
Jude95/Beam,2015-07-26T09:26:51Z,617,0
GoogTech/sms-ssm,2019-06-09T13:15:56Z,617,0
OpenHFT/Java-Runtime-Compiler,2013-09-24T00:05:33Z,617,25
trello/navi,2015-10-06T14:17:51Z,617,0
megagao/IndoorPos,2016-06-08T12:35:22Z,616,0
lyj8330328/leyou,2018-08-30T05:09:00Z,615,1
DroidPlanner/Tower,2013-02-19T12:51:08Z,615,0
Luolc/EmojiRain,2016-12-16T15:35:42Z,614,0
MiCode/SoundRecorder,2011-12-29T13:09:48Z,613,0
HarinTrivedi/FABRevealMenu-master,2016-09-06T11:49:04Z,613,1
matthewrkula/SecretTextView,2014-05-28T04:33:44Z,613,0
weavey/LoadingLayoutDemo,2016-11-28T02:38:30Z,613,0
mymagicpower/AIAS,2021-06-04T06:13:06Z,613,98
TakuSemba/RtmpPublisher,2018-01-20T07:39:31Z,613,0
jineshfrancs/CaptchaImageView,2016-11-25T06:27:14Z,613,0
chanjarster/artemis-disruptor-miaosha,2017-05-05T00:58:53Z,612,0
moxie0/AndroidPinning,2011-12-05T03:24:09Z,612,0
oracle/fastr,2015-09-24T13:20:14Z,612,228
takimafr/androidkickstartr,2012-09-24T21:05:38Z,610,0
fashare2015/ActivityTracker,2016-12-26T10:05:20Z,608,0
automvc/bee,2018-06-21T14:37:07Z,608,344
desktopqa/Cynthia,2014-07-14T03:06:10Z,608,0
qiguliuxing/dts-shop,2019-12-08T13:15:50Z,607,0
canyie/Dreamland,2020-01-24T09:57:05Z,606,37
cdflynn/bubble-scroll,2017-03-10T20:43:43Z,606,0
PortSwigger/backslash-powered-scanner,2016-11-02T09:20:09Z,605,19
prmr/JetUML,2015-01-07T18:59:09Z,603,201
Kamilahsantos/Java-week-LinuxTips,2023-03-15T16:36:47Z,601,10
nickm980/smallville,2023-05-17T16:11:55Z,601,290
sanfengAndroid/FakeXposed,2021-02-03T08:40:09Z,601,0
worldline/FoldableLayout,2015-10-23T14:17:41Z,601,0
ryanhoo/PhotoCropper,2012-11-14T02:35:17Z,600,0
Taishi-Y/InstagramLikeColorTransitionAndroid,2017-01-06T13:01:41Z,600,0
qiurunze123/zookeeperDesign,2018-09-28T14:20:34Z,600,0
80945540/LCRapidDevelop,2016-07-20T01:42:49Z,600,0
heinrichreimer/material-drawer,2014-11-12T01:28:05Z,599,0
satorufujiwara/material-scrolling,2015-09-16T12:15:25Z,598,0
pinball83/Masked-Edittext,2016-01-11T11:19:54Z,598,0
dsbGenius/WhiteBoard,2016-05-26T09:05:43Z,597,0
neevek/Paginize,2014-03-28T17:18:39Z,596,0
rewanthtammana/Damn-Vulnerable-Bank,2020-09-12T11:55:50Z,596,4
JFXtras/jfxtras,2012-02-13T20:03:59Z,595,0
SmartPack/SmartPack-Kernel-Manager,2017-10-19T01:11:27Z,595,21
VictorAlbertos/RxActivityResult,2016-03-14T20:24:48Z,595,0
